"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5MRMUHWK","journalArticle","1996","XU, JIEFENG; KELLY, JAMES P.","A Network Flow-Based Tabu Search Heuristic for the Vehicle Routing Problem","Transportation Science","","00411655, 15265447","","http://www.jstor.org/stable/25768742","[We develop a new local search approach based on a network flow model that is used to simultaneously evaluate several customer ejection and insertion moves. We use this approach and a direct customer swap procedure to solve the well-known Vehicle Routing Problem. The capacity constraints are relaxed using penalty terms whose parameter values are adjusted according to time and search feedback. Tabu Search is incorporated into the procedure to overcome local optimality. More advanced issues such as intensification and diversification strategies are developed to provide effective enhancements to the basic tabu search algorithm. Computational experience on standard test problems is discussed and comparisons with best-known solutions are provided.]","1996","2024-04-22 18:39:24","2024-04-22 18:39:24","2024-04-22","379-393","","4","30","","","","","","","","","","","","","JSTOR","","","","Publisher: INFORMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLL4VCNC","journalArticle","2012","Vansteenwegen, P; Souffriau, W; Sörensen, K","The travelling salesperson problem with hotel selection","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/41353923","[In this paper, we present the travelling salesperson problem with hotel selection (TSPHS), an extension of the TSP with a number of interesting applications. We present a mathematical formulation, explain the difference with related optimization problems and indicate what makes this problem inherently more difficult. We develop a simple but efficient heuristic that uses two constructive initialization procedures and an improvement procedure consisting of several neighbourhood search operators designed specifically for this problem, as well as some typical neighbourhoods from the literature. We generate several benchmark instances of varying sizes and compare the performance of our heuristic with CPLEX (10.0). We also generate some problems with known optimal solutions and use these to further demonstrate that our heuristic achieves good results in very limited computation times.]","2012","2024-04-22 18:39:24","2024-04-22 18:39:24","2024-04-22","207-217","","2","63","","","","","","","","","","","","","JSTOR","","","","Publisher: [Operational Research Society, Palgrave Macmillan Journals]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPSERW3H","journalArticle","2012","An, Y-J; Kim, Y-D; Jeong, BJ; Kim, S-D","Scheduling healthcare services in a home healthcare system","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/41680029","[We consider a scheduling problem in a home healthcare system in which nurses visit patients regularly for relatively minor healthcare services. Intervals between the visits may differ for different patients. On each day in the planning horizon, a nurse must visit the patients assigned to her/him on that day, and then return to the hospital. For the problem of determining the visiting schedule with the objective of minimizing total travel time of the nurse over the planning horizon, we develop a two-phase heuristic algorithm. To evaluate performance of the proposed algorithm, a series of computational tests is performed on a number of randomly generated problem instances and a real instance. Results of the tests show that the heuristic algorithm gives near optimal solutions for problems of practical sizes in a reasonable time.]","2012","2024-04-22 18:39:24","2024-04-22 18:39:24","2024-04-22","1589-1599","","11","63","","","","","","","","","","","","","JSTOR","","","","Publisher: [Operational Research Society, Palgrave Macmillan Journals]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77PYPRGM","journalArticle","2015","In, Joonhwan; Bell, John E.","Alternative Fuel Infrastructure and Customer Location Impacts on Fleet Mix and Vehicle Routing","Transportation Journal","","00411612, 2157328X","10.5325/transportationj.54.4.0409","http://www.jstor.org/stable/10.5325/transportationj.54.4.0409","An increase in the use of conventional vehicles in combination with alternative fuel vehicles requires trucking carriers to make a decision on when to use a mixed fleet. The purpose of this article is to investigate how alternative fuel infrastructure and patterns of customer locations influence fleet compositions when minimizing routing costs. The variable-route vehicle refueling problem (VRVRP) for the mixed fleet is formulated as a mixed-integer programming model and solved with an optimization method. A logistic regression is then employed to assess the impacts of both the density of the alternative fuel infrastructure and the patterns of customer locations on the optimal fleet composition. Experimental results reveal that the right fleet mix decision is impacted by customer location patterns and available fuel infrastructure. While alternative fuel trucks were favored over conventional trucks with a dense alternative fuel infrastructure, the likelihood of mixed fleet use varied across different patterns of customer demand locations. Further, our analysis suggests that shippers and trucking carriers should understand the relative benefits and constraints of different geographical dispersions of customers and densities of alternative fuel infrastructures when designing optimal delivery strategies.","2015","2024-04-22 18:39:24","2024-04-22 18:39:24","2024-04-22","409-437","","4","54","","","","","","","","","","","","","JSTOR","","","","Publisher: Penn State University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TPUNPAEP","journalArticle","2014","Battarra, Maria; Erdoğan, Güneş; Vigo, Daniele","Exact Algorithms for the Clustered Vehicle Routing Problem","Operations Research","","0030364X, 15265463","","http://www.jstor.org/stable/24540520","This study presents new exact algorithms for the clustered vehicle routing problem (CluVRP). The CluVRP is a generalization of the capacitated vehicle routing problem (CVRP), in which the customers are grouped into clusters. As in the CVRP, all the customers must be visited exactly once, but a vehicle visiting one customer in a cluster must visit all the remaining customers therein before leaving it. Based on an exponential time preprocessing scheme, an integer programming formulation for the CluVRP is presented. The formulation is enhanced by a polynomial time graph reduction scheme. Two exact algorithms for the CluVRP, a branch and cut as well as a branch and cut and price, are presented. The computational performances of the algorithms are tested on benchmark instances adapted from the vehicle routing problem literature as well as real-world instances from a solid waste collection application.","2014","2024-04-22 18:39:24","2024-04-22 18:39:24","2024-04-22","58-71","","1","62","","","","","","","","","","","","","","","","","Publisher: INFORMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5M57T43","journalArticle","2015","Mouthuy, Sébastien; Massen, Florence; Deville, Yves; Van Hentenryck, Pascal","A Multistage Very Large-Scale Neighborhood Search for the Vehicle Routing Problem with Soft Time Windows","Transportation Science","","00411655, 15265447","","http://www.jstor.org/stable/43666736","This paper considers the vehicle routing problem with soft time windows, a challenging routing problem JL where customers' time windows may be violated at a certain cost. The vehicle routing problem with soft time windows has a lexicographic objective function, aimed at minimizing first the number of routes, then the number of violated time windows, and finally the total routing distance. We present a multistage very large-scale neighborhood search for this problem. Each stage corresponds to a variable neighborhood descent over a parameterizable very large-scale neighborhood. These neighborhoods contain an exponential number of neighbors, as opposed to classical local search neighborhoods. Often, searching very large-scale neighborhoods can produce local optima of a higher quality than polynomial-sized neighborhoods can. Furthermore, we use a sophisticated heuristic to determine service start times allowing us to minimize the number of violated time windows. We test our approach on a number of different problem types, and compare the results to the relevant state of the art. The experimental results show that our algorithm improves best known solutions on 53% of the most studied instances. Many of these improvements stem from a reduction of the number of vehicles, a critical objective in vehicle routing problems.","2015","2024-04-22 18:39:24","2024-04-22 18:39:24","2024-04-22","223-238","","2","49","","","","","","","","","","","","","","","","","Publisher: INFORMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HB6VBVRT","journalArticle","2008","Ng, W. L.; Leung, S. C. H.; Lam, J. K. P.; Pan, S. W.","Petrol Delivery Tanker Assignment and Routing: A Case Study in Hong Kong","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/20202192","[In this paper, we present a case study on a tanker assignment and routing problem for petrol products in Hong Kong. A fleet of heterogeneous dangerous goods vehicles has been assigned to deliver several types of petroleum products to petrol stations with different tank capacities. Under the vendor-managed inventory system, the delivery company is responsible for controlling the station's inventory and replenishment. The operational characteristics and challenges such as geographic zoning, size of petrol stations, routing restrictions and so on are unique and have been described in this paper. A decision support system (DSS) combining heuristic clustering and optimal routing is employed to find the optimal fleet assignment and routing. Multiple objectives are considered simultaneously such that the number of tankers used could be minimized, the number of drops in trips is minimized, profit in terms of total products delivered is maximized and utilization of resources is maximized. The case illustrates the benefit and advantages of using the proposed DSS.]","2008","2024-04-22 18:39:24","2024-04-22 18:39:24","2024-04-22","1191-1200","","9","59","","","","","","","","","","","","","JSTOR","","","","Publisher: Palgrave Macmillan Journals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCWLVXBY","journalArticle","2006","J. Privé; Renaud, J.; F. Boctor; Laporte, G.","Solving a Vehicle-Routing Problem Arising in Soft-Drink Distribution","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/4102319","[The problem studied in this article arises from the distribution of soft drinks and collection of recyclable containers in a Quebec-based company. It can be modelled as a variant of the vehicle routing problem with a heterogeneous vehicle fleet, time windows, capacity and volume constraints, and an objective function combining routing costs and the revenue resulting from the sale of recyclable material. Three construction heuristics and an improvement procedure are developed for the problem. Comparative tests are performed on a real-life instance and on 10 randomly generated instances.]","2006","2024-04-22 18:39:24","2024-04-22 18:39:24","2024-04-22","1045-1052","","9","57","","","","","","","","","","","","","JSTOR","","","","Publisher: Palgrave Macmillan Journals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNMR79GH","journalArticle","2008","Fu, Z.; Eglese, R.; Li, L. Y. O.","A Unified Tabu Search Algorithm for Vehicle Routing Problems with Soft Time Windows","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/30132733","[The different ways of allowing time window violations lead to different types of the vehicle routing problems with soft time windows (VRPSTW). In this paper, different types of VRPSTW are analysed. A unified penalty function and a unified tabu search algorithm for the main types of VRPSTW are presented, with which different types of VRPSTW can be solved by simply changing the values of corresponding parameters in the penalty function. Computational results on benchmark problems are provided and compared with other methods in the literature. Some best known solutions for the benchmark problems in the literature have been improved with the proposed algorithm.]","2008","2024-04-22 18:39:25","2024-04-22 18:39:25","2024-04-22","663-673","","5","59","","","","","","","","","","","","","JSTOR","","","","Publisher: Palgrave Macmillan Journals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6P6CEUH","journalArticle","2007","Letchford, A. N.; J. Lysgaard; Eglese, R. W.","A Branch-and-Cut Algorithm for the Capacitated Open Vehicle Routing Problem","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/4622861","[In open vehicle routing problems, the vehicles are not required to return to the depot after completing service. In this paper, we present the first exact optimization algorithm for the open version of the well-known capacitated vehicle routing problem (CVRP). The algorithm is based on branch-and-cut. We show that, even though the open CVRP initially looks like a minor variation of the standard CVRP, the integer programming formulation and cutting planes need to be modified in subtle ways. Computational results are given for several standard test instances, which enables us for the first time to assess the quality of existing heuristic methods, and to compare the relative difficulty of open and closed versions of the same problem.]","2007","2024-04-22 18:39:25","2024-04-22 18:39:25","2024-04-22","1642-1651","","12","58","","","","","","","","","","","","","JSTOR","","","","Publisher: Palgrave Macmillan Journals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HR9MJMDD","journalArticle","2016","Guastaroba, G.; Speranza, M. G.; Vigo, D.","Intermediate Facilities in Freight Transportation Planning: A Survey","Transportation Science","","00411655, 15265447","","http://www.jstor.org/stable/43904785","Consolidation of freight and merging operations are essential for transportation companies to reduce costs and improve the level of service provided to customers. Such operations take place in intermediate facilities or terminals located between the origins and the destinations of freight. This survey reviews the main contributions from the operations research literature on freight transportation planning problems where the presence of intermediate facilities has a strong impact on the cost of the system and on how goods are delivered. In particular, we focus on the tactical planning issues arising in this context. We have identified three classes of problems with intermediate facilities: vehicle routing problems, transshipment problems, and service network design problems. For each class of problems we provide an overview of the main problem variants, survey the methods used for their solution, and indicate open research directions.","2016","2024-04-22 18:39:25","2024-04-22 18:39:25","2024-04-22","763-789","","3","50","","","","","","","","","","","","","","","","","Publisher: INFORMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FG8QFGZD","journalArticle","2009","Ostertag, A.; Doerner, K. F.; Hartl, R. F.; Taillard, E. D.; Waelti, P.","POPMUSIC for a Real-World Large-Scale Vehicle Routing Problem with Time Windows","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/40206812","[This paper presents a heuristic approach based on the POPMUSIC framework for a large-scale Multi Depot Vehicle Routing Problem with Time Windows derived from real-world data. POPMUSIC is a very powerful tool for tackling large problem instances. A Memetic Algorithm is used as an optimizer in the POPMUSIC framework. It is shown that a population-based search combined with decomposition strategies is a very efficient and flexible tool to tackle real-world problems with regards to solution quality as well as runtime.]","2009","2024-04-22 18:39:25","2024-04-22 18:39:25","2024-04-22","934-943","","7","60","","","","","","","","","","","","","JSTOR","","","","Publisher: [Operational Research Society, Palgrave Macmillan Journals]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T444UN2A","journalArticle","2005","Tarantilis, C. D.; Ioannou, G.; Kiranoudis, C. T.; Prastacos, G. P.","Solving the Open Vehicle Routeing Problem Via a Single Parameter Metaheuristic Algorithm","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/4102111","[In this paper, we consider the open vehicle routeing problem (OVRP), in which routes are not sequences of locations starting and ending at the depot but open paths. The problem is of particular importance for planning fleets of hired vehicles, a common practice in the distribution and service industry. In such cases, the travelling cost is a function of the vehicle open paths. To solve the problem, we employ a single-parameter metaheuristic method that exploits a list of threshold values to guide intelligently an advanced local search. Computational results on a set of benchmark problems show that the proposed method consistently outperforms previous approaches for the OVRP. A real-world example demonstrates the applicability of the method in practice, demonstrating that the approach can be used to solve actual problems of routing large vehicle fleets.]","2005","2024-04-22 18:39:25","2024-04-22 18:39:25","2024-04-22","588-596","","5","56","","","","","","","","","","","","","JSTOR","","","","Publisher: Palgrave Macmillan Journals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BKHDDKY","journalArticle","2006","Ropke, Stefan; Pisinger, David","An Adaptive Large Neighborhood Search Heuristic for the Pickup and Delivery Problem with Time Windows","Transportation Science","","00411655, 15265447","","http://www.jstor.org/stable/25769321","[The pickup and delivery problem with time windows is the problem of serving a number of transportation requests using a limited amount of vehicles. Each request involves moving a number of goods from a pickup location to a delivery location. Our task is to construct routes that visit all locations such that corresponding pickups and deliveries are placed on the same route, and such that a pickup is performed before the corresponding delivery. The routes must also satisfy time window and capacity constraints. This paper presents a heuristic for the problem based on an extension of the large neighborhood search heuristic previously suggested for solving the vehicle routing problem with time windows. The proposed heuristic is composed of a number of competing subheuristics that are used with a frequency corresponding to their historic performance. This general framework is denoted adaptive large neighborhood search. The heuristic is tested on more than 350 benchmark instances with up to 500 requests. It is able to improve the best known solutions from the literature for more than 50% of the problems. The computational experiments indicate that it is advantageous to use several competing subheuristics instead of just one. We believe that the proposed heuristic is very robust and is able to adapt to various instance characteristics.]","2006","2024-04-22 18:39:25","2024-04-22 18:39:25","2024-04-22","455-472","","4","40","","","","","","","","","","","","","JSTOR","","","","Publisher: INFORMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9CFBG5JY","journalArticle","2003","Berger, J.; M. Barkaoui","A New Hybrid Genetic Algorithm for the Capacitated Vehicle Routing Problem","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/4101788","[Recently proved successful for variants of the vehicle routing problem (VRP) involving time windows, genetic algorithms have not yet shown to compete or challenge current best search techniques in solving the classical capacitated VRP. A new hybrid genetic algorithm to address the capacitated VRP is proposed. The basic scheme consists in concurrently evolving two populations of solutions to minimize total travelled distance using genetic operators combining variations of key concepts inspired from routing techniques and search strategies used for a time variant of the problem to further provide search guidance while balancing intensification and diversification. Results from a computational experiment over common benchmark problems report the proposed approach to be very competitive with the best-known methods.]","2003","2024-04-22 18:39:25","2024-04-22 18:39:25","2024-04-22","1254-1262","","12","54","","","","","","","","","","","","","JSTOR","","","","Publisher: Palgrave Macmillan Journals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N86L9DDU","journalArticle","2009","Li, X.-Y.; Tian, P.; Leung, S. C. H.","An Ant Colony Optimization Metaheuristic Hybridized with Tabu Search for Open Vehicle Routing Problems","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/40206820","[This paper studies the open vehicle routing problem (OVRP), in which the vehicle does not return to the starting depot after serving the last customer or, if it does, it must make the same trip in the reverse order. We propose an ant colony optimization-based metaheuristic for solving the OVRP. It is a MAX-MJN ant system hybridized with tabu search, which is implemented in the hyper-cube framework. Additionally, a postoptimization strategy is incorporated to further improve the best- found solutions. We experimentally check the efficiency and effectiveness of the proposed algorithm by comparing its results with the existing methods in the literature, on a wide range of benchmark instances.]","2009","2024-04-22 18:39:48","2024-04-22 18:39:48","2024-04-22","1012-1025","","7","60","","","","","","","","","","","","","JSTOR","","","","Publisher: [Operational Research Society, Palgrave Macmillan Journals]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6PDJREP","journalArticle","2008","Russell, R. A.; Urban, T. L.","Vehicle Routing with Soft Time Windows and Erlang Travel Times","The Journal of the Operational Research Society","","01605682, 14769360","","http://www.jstor.org/stable/20202195","[This paper investigates vehicle-routing problems in which the travel times are random variables, and deliveries are made subject to soft time-window constraints. In particular, we model the travel time using a shifted gamma distribution. Penalties are incurred for deviations from the customers' time windows--early or late--and are developed using a fixed cost, a linear cost penalty, and/or a quadratic loss penalty. Alternatively, specifying a given probability of meeting the time-window constraints is considered. A tabu-search metaheuristic is developed, and computational results on test problems from the literature are reported.]","2008","2024-04-22 18:39:48","2024-04-22 18:39:48","2024-04-22","1220-1228","","9","59","","","","","","","","","","","","","JSTOR","","","","Publisher: Palgrave Macmillan Journals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
