"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JS5J9XHR","journalArticle","2024","Akkus, I; Yildiz, EA; Karaoglan, I; Altiparmak, F","Mobile healthcare service planning in rural areas: A hybrid record to record travel algorithm","JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY","","","10.17341/gazimmfd.1218090","","Due to the economic infeasibility of establishing comprehensive healthcare facilities in sparsely populated areas and the responsibility of governments to ensure equal healthcare access for citizens, different approaches have been sought in healthcare service delivery. The Republic of Turkiye's Ministry of Health provides mobile healthcare services (MHS) to 9 million people monthly through 3400 healthcare facilities and 7500 doctors. This study focuses on the Mobile Healthcare Service Routing and Scheduling Problem (MHS-RSP). The objective of MHS-RSP is to determine the daily routes of doctors on a monthly basis to minimize total distance traveled, taking into account constraints such as working hours, route time, minimum service time per visit, and dedicated doctor assignments to villages. A mixed-integer mathematical model is developed to address the problem, which is NP-hard and equivalent to the multi-depot time-constrained periodic vehicle routing problem. To solve medium-and large-sized problems efficiently, a hybrid metaheuristic algorithm named ""GCH-RRT"" is introduced, based on greedy constructive heuristic(GCH) and record-to-record travel(RRT) metaheuristic. The performance of the mathematical model and the GCH-RRT algorithm is compared with existing service plans in Ankara, resulting in a 15.6% improvement with the mathematical model and a 22.3% improvement with the GCH-RRT algorithm in total distance traveled.","2024","2024-04-22 16:48:01","2024-04-22 16:48:01","","593-606","","1","39","","","","","","","","","","","","","","WOS:001058089000045","","","","","","","Mixed integer linear programming; Metaheuristic algorithm; Multi-depot VRP; Periodic VRP; DELIVERY; VEHICLE-ROUTING PROBLEM; SEARCH; TIME WINDOWS; Healthcare logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPLRHRQZ","journalArticle","2020","Utama, DM; Widodo, DS; Ibrahim, MF; Dewi, SK","A New Hybrid Butterfly Optimization Algorithm for Green Vehicle Routing Problem","JOURNAL OF ADVANCED TRANSPORTATION","","","10.1155/2020/8834502","","In the industrial sector, transportation plays an essential role in distribution. This activity impacts climate change and global warming. One of the critical problems in distribution is the green vehicle routing problem (G-VRP). This study focuses on G-VRP for a single distribution center. The objective function is to minimize the distribution costs by considering fuel costs, carbon costs, and vehicle use costs. This research aims to develop the hybrid butterfly optimization algorithm (HBOA) to minimize the distribution costs on G-VRP. It was inspired by the butterfly optimization algorithm (BOA), which was by combining the tabu search (TS) algorithm and local search swap and flip strategies. BOA is a new metaheuristic algorithm that has been successfully applied in various engineering fields. Experiments were carried out to test the parameters of the proposed algorithm and vary the speed of vehicles. The proposed algorithm was also compared with several procedures of prior study. The experimental results proved that the HBOA could minimize the total distribution cost compared to other algorithms. Moreover, the computation time is also included in the analysis.","2020-12-22","2024-04-22 16:48:02","2024-04-22 16:48:02","","","","","2020","","","","","","","","","","","","","","WOS:000607928200001","","","","","","","DELIVERY; TIME WINDOWS; PARTICLE SWARM OPTIMIZATION; HETEROGENEOUS FLEET; EMISSIONS; COLD CHAIN LOGISTICS; LINEHAUL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ERBCQXQ","journalArticle","2020","Alabdulkareem, K; Ahmed, ZH","Comparison of Four Genetic Crossover Operators for Solving Distance-constrained Vehicle Routing Problem","INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND NETWORK SECURITY","","","","","The vehicle routing problem (VRP) is a very difficult optimization problem. It is an important NP-hard problem that has many real-life applications. The problem is seeking to obtain an optimal tour with minimum distance or cost to serve n customers by m vehicles, such that each vehicle starts from the depot, every customer is visited only once, and all vehicles end tour at the depot. There are many variations of the problem. In this paper, we consider distance-constrained VRP (DVRP) in which entire distance traveled by each vehicle is within a predetermined distance limit. Many exact, heuristic, and metaheuristic methods had been applied to solve the VRP and its variations. We propose to apply genetic algorithm (GA) to solve the problem. In GA, crossover operator plays an important role and hence, selection of good crossover operator leads to efficient GA. We compared four crossover operators on TSPLIB instances to determine the best operator. The experimental study shows that the sequential constructive crossover is superior to the other crossover operators in terms of solution quality for the problem.","2020-07-30","2024-04-22 16:48:02","2024-04-22 16:48:02","","114-123","","7","20","","","","","","","","","","","","","","WOS:000577882900015","","","","","","","Vehicle routing problem; Genetic algorithm; Distance-constrained; NP-hard; Sequential constructive crossover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85ZQCGY9","journalArticle","2005","Tarantilis, CD; Ioannou, G; Prastacos, G","Advanced vehicle routing algorithms for complex operations management problems","JOURNAL OF FOOD ENGINEERING","","","10.1016/j.jfoodeng.2004.09.023","","Vehicle routing encompasses a whole class of complex optimization problems that target the derivation of minimum total cost routes for a number of resources (vehicles) located at a central point (depot) in order to service efficiently a number of demand points (customers). Several practical issues in the food industry, involving both production and transportation decisions are modelled as VRP instances and are hard combinatorial problems in the strong sense (NP-hard). For such problems, metaheuristics, i.e., general solution procedures that explore the solution space to identify high quality solutions and often embed some standard route construction and improvement algorithms have been proposed. This paper surveys the recent research efforts oil metaheuristic solution methodologies for the standard and most widely studied version of the Vehicle Routing Problem (VRP), i.e., the Capacitated VRP. The computational performance of each metaheuristic is presented for the 14 benchmark instances of Christofides et al. [Christofides, N., Mingozzi, A., & Toth, P. (1979). Combinatorial optimization (p. 315). Chichester: Wiley]. (c) 2004 Elsevier Ltd. All rights reserved.","2005-10","2024-04-22 16:48:02","2024-04-22 16:48:02","","455-471","","3","70","","","","","","","","","","","","","","WOS:000229946000020","","","","","","","metaheuristics; TABU SEARCH; GENETIC ALGORITHM; optimization; TRAVELING SALESMAN PROBLEM; OPTIMIZATION; vehicle routing problem; SYSTEM; META-HEURISTIC ALGORITHM; DEPOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLFJXUIA","journalArticle","2016","Souza, VAA; Lopes, R; Januario, T","Proposal of a Hybrid Algorithm based on a colony of ants to the vehicle routing problem with coverage restrictions","ABAKOS","","","10.5752/P.2316-9451.2016v5n1p3","","The Vehicle Routing Problem (VRP) is a classical Combinatorial Optimization problem that has been drawing the scientific community attention due to its applicability in supply chain management. In this work, we study an unusual VRP variation called Multi-vehicle Covering Tour Problem (MCTP) that combines covering and capacity constraints, and selectivity property. To this end, we transform a MCTP instance into a Capacitated Vehicle Routing Problem and propose a hybrid algorithm that embeds a Variable Neighborhood Search algorithm in an Ant Colony Optimization procedure. Our method obtained 16 new upper bounds for the 30 instances considered within 21 seconds, while the results presented in the literature were obtained within four hours.","2016","2024-04-22 16:48:02","2024-04-22 16:48:02","","3-17","","1","5","","","","","","","","","","","","","","WOS:000390857700002","","","","","","","Vehicle Routing Problem; Metaheuristic; OPTIMIZATION; Ant Colony Optimization; Hybrid Metaheuristic; NUMBER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F55LSG37","journalArticle","2012","Lai, MY; Tong, XJ","A METAHEURISTIC METHOD FOR VEHICLE ROUTING PROBLEM BASED ON IMPROVED ANT COLONY OPTIMIZATION AND TABU SEARCH","JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION","","","10.3934/jimo.2012.8.469","","A mixed integer programming mathematical formulation of vehicle routing problem with simultaneous pickups and deliveries, and time window constraints (VRP-SPDTW) is presented in this paper. The proposed model aims at minimizing the vehicle number and the overall travel cost. A novel two-stage hybrid metaheuristic method for VRP-SDPTW is also proposed. The first stage adopts improved ant colony optimization (TACO) to determine the minimum number of used vehicles. The second stage employs improved Tabu search to optimize the total travel cost, in which the initial solutions are obtained by TACO in the first stage. Experimental results demonstrate the effectiveness of the proposed metaheuristic method.","2012-05","2024-04-22 16:48:02","2024-04-22 16:48:02","","469-484","","2","8","","","","","","","","","","","","","","WOS:000304007400012","","","","","","","PICK-UP; SIMULTANEOUS DELIVERY; ALGORITHM; vehicle routing problem; Improved ant colony optimization; improved Tabu search; REVERSE LOGISTICS; simultaneous pickups and deliveries; time window constraints","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKFX58ET","journalArticle","2017","Quintero-Araujo, CL; Gruler, A; Juan, AA; de Armas, J; Ramalhinho, H","Using simheuristics to promote horizontal collaboration in stochastic city logistics","PROGRESS IN ARTIFICIAL INTELLIGENCE","","","10.1007/s13748-017-0122-8","","This paper analyzes the role of horizontal collaboration (HC) concepts in urban freight transportation under uncertainty scenarios. The paper employs different stochastic variants of the well-known vehicle routing problem (VRP) in order to contrast a non-collaborative scenario with a collaborative one. This comparison allows us to illustrate the benefits of using HC strategies in realistic urban environments characterized by uncertainty in factors such as customers' demands or traveling times. In order to deal with these stochastic variants of the VRP, a simheuristic algorithm is proposed. Our approach integrates Monte Carlo simulation inside a metaheuristic framework. Some computational experiments contribute to quantify the potential gains that can be obtained by the use of HC practices in modern city logistics.","2017-12","2024-04-22 16:48:02","2024-04-22 16:48:02","","275-284","","4","6","","","","","","","","","","","","","","WOS:000430389800001","","","","","","","City logistics; VEHICLE-ROUTING PROBLEM; ALGORITHM; Horizontal collaboration; METAHEURISTICS; Simheuristics; Stochastic optimization; Vehicle routing problems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISH9Y7PC","journalArticle","2012","Geetha, S; Vanathi, PT; Poonthalir, G","METAHEURISTIC APPROACH FOR THE MULTI-DEPOT VEHICLE ROUTING PROBLEM","APPLIED ARTIFICIAL INTELLIGENCE","","","10.1080/08839514.2012.727344","","Distribution logistics comprises all activities related to the provision of finished products and merchandise to a customer. The focal point of distribution logistics is the shipment of goods from the manufacturer to the consumer. The products can be delivered to a customer directly either from the production facility or from the trader's stock located close to the production site or, probably, via additional regional distribution warehouses. These kinds of distribution logistics are mathematically represented as a vehicle routing problem (VRP), a well-known nondeterministic polynomial time (NP)-hard problem of operations research. VRP is more suited for applications having one warehouse. In reality, however, many companies and industries possess more than one distribution warehouse. These kinds of problems can be solved with an extension of VRP called multi-depot VRP (MDVRP). MDVRP is an NP-hard and combinatorial optimization problem. MDVRP is an important and challenging problem in logistics management. It can be solved using a search algorithm or metaheuristic and can be viewed as searching for the best element in a set of discrete items. In this article, cluster first and route second methodology is adapted and metaheuristics genetic algorithms (GA) and particle swarm optimization (PSO) are used to solve MDVRP. A hybrid particle swarm optimization (HPSO) for solving MDVRP is also proposed. In HPSO, the initial particles are generated based on the k-means clustering and nearest neighbor heuristic (NNH). The particles are decoded into clusters and multiple routes are generated within the clusters. The 2-opt local search heuristic is used for optimizing the routes obtained; then the results are compared with GA and PSO for randomly generated problem instances. The home delivery pharmacy program and waste-collection problem are considered as case studies in this paper. The algorithm is implemented using MATLAB 7.0.1.","2012","2024-04-22 16:48:02","2024-04-22 16:48:02","","878-901","","9","26","","","","","","","","","","","","","","WOS:000311249500004","","","","","","","GENETIC ALGORITHM; PARTICLE SWARM OPTIMIZATION; NUMBER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCTPIQI7","journalArticle","2023","Euchi, J; Yassine, A","A hybrid metaheuristic algorithm to solve the electric vehicle routing problem with battery recharging stations for sustainable environmental and energy optimization","ENERGY SYSTEMS-OPTIMIZATION MODELING SIMULATION AND ECONOMIC ASPECTS","","","10.1007/s12667-022-00501-y","","Air pollution due to the usage of combustion vehicles, the increase in oil costs, and its exhaustion make it necessary to replace traditional vehicles with electrically powered cars. Zero-emission vehicles and Electric Vehicles (EVs) are critical technologies to attain deep reductions in greenhouse gases from transportation. Researchers are becoming progressively concerned about the destruction it is producing to the environment, and EVs are identified to play a part in equalizing the balance. In the Capacitated Electric Vehicle Routing Problem (CE-VRP), the vehicles have a limited delivery capacity and rely completely on their limited battery capacity. Besides, all vehicle has a limited driving range and must recharge their battery at some customer's locations. In this paper, a ""Hybrid Variable Neighbourhood Search (HVNS)"" is proposed to solve the CE-VRP. The results provide indications on the ideal size of the fleet, and on the total distance traveled while minimizing the associated costs. The computational results on the reference cases confirm that the HVNS can detect good quality solutions compared to previous work, an increase in total associated cost for the majority of the instances given, this proves that the HVNS algorithm is suitable to solve the CE-VRP with a recharging station.","2023-02","2024-04-22 16:48:02","2024-04-22 16:48:02","","243-267","","1","14","","","","","","","","","","","","","","WOS:000754500100001","","","","","","","Electric vehicles; TRANSPORTATION; FLEET; Energy optimization; Routing transportation; Sustainable environmental; Variable neighbourhood search","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VPB7V4YC","journalArticle","2023","Frey, CMM; Jungwirth, A; Frey, M; Kolisch, R","The vehicle routing problem with time windows and flexible delivery locations","EUROPEAN JOURNAL OF OPERATIONAL RESEARCH","","","10.1016/j.ejor.2022.11.029","","We introduce a new variant of the well-known v ehicle r outing p roblem (VRP): the VRP with t ime w indows and f lexible delivery l ocations (VRPTW-FL). Generally, in the VRP each customer is served in one fixed service location. However, in the VRPTW-FL each customer is served in one of a set of potential service locations, each of which has a certain capacity. From a practical point of view, the VRPTW-FL is highly relevant due to its numerous applications, e.g. parcel delivery, routing with limited parking space, and hospital-wide scheduling of physical therapists. Theoretically, the VRPTW-FL is challenging to solve due to the limited location capacities. When serving a customer, location availability must be ensured at every time. To solve this problem, we present a mathematical model and a tailored hybrid adaptive large neighborhood search. Our heuristic makes use of an innovative backtracking approach during the construction phase to alter unsatisfactory decisions at an early stage. In the meta-heuristic phase, we employ novel neighborhoods and dynamic updates of the objective violation weights. For our computational analysis, we use hospital data to evaluate the utility of flexible delivery locations and various cost functions. Our algorithmic features improve the solution quality considerably.(c) 2022 Elsevier B.V. All rights reserved.","2023-08-01","2024-04-22 16:48:02","2024-04-22 16:48:02","","1142-1159","","3","308","","","","","","","","","","","","","","WOS:000957482000001","","","","","","","Routing; Metaheuristic; PICKUP; MODEL; ALGORITHM; OPTIMIZATION; LARGE NEIGHBORHOOD SEARCH; BRANCH-AND-PRICE; CLASSIFICATION; Location capacity; OR in health services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QBQJVT6G","journalArticle","2004","Tarantilis, CD; Kiranoudis, CT; Vassiliadis, VS","A threshold accepting metaheuristic for the heterogeneous fixed fleet vehicle routing problem","EUROPEAN JOURNAL OF OPERATIONAL RESEARCH","","","10.1016/S0377-2217(02)00669-0","","The purpose of this paper is to present a new metaheuristic, termed the backtracking adaptive threshold accepting algorithm, for solving the heterogeneous fixed fleet vehicle routing problem (HFFVRP). The HFFVRP is a variant of the classical vehicle routing problem (VRP) and has attracted much less attention in the operational research (OR) literature than the classical VRP. It involves the design of a set of minimum cost routes, originating and terminating at a depot, for a fleet with fixed number of vehicles of each type, with various capacities, and variable costs to service a set of customers with known demands. The numerical results show that the proposed algorithm is robust and efficient. New best solutions are reported over a set of published benchmark problems. (C) 2002 Elsevier B.V. All rights reserved.","2004-01-01","2024-04-22 16:48:02","2024-04-22 16:48:02","","148-158","","1","152","","","","","","","","","","","","","","WOS:000185697000011","","","","","","","metaheuristics; routing; ALGORITHM; combinatorial optimization; distribution; logistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCPRVRMH","journalArticle","2021","Kececi, B; Altiparmak, F; Kara, I","A MATHEMATICAL FORMULATION AND HEURISTIC APPROACH FOR THE HETEROGENEOUS FIXED FLEET VEHICLE ROUTING PROBLEM WITH SIMULTANEOUS PICKUP AND DELIVERY","JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION","","","10.3934/jimo.2020012","","This study considers a variant of the vehicle routing problem (VRP) called the heterogeneous VRP with simultaneous pickup and delivery (HVRPSPD). The HVRPSPD may broadly be defined as identifying the minimum cost routes and vehicle types. To solve the HVRPSPD, first, we propose a polynomial-size mixed integer programming formulation. Because the HVRPSPD is an NP-hard problem, it is difficult to determine the optimal solution in a reasonable time for moderate and large-size problem instances. Hence, we develop a hybrid metaheuristic approach based on the simulated annealing and local search algorithms called SA-LS. We conduct a computational study in three stages. First, the performance of the mathematical model and SA-LS are investigated on small and medium-size HVRPSPD instances. Second, we compare SA-LS with the constructive heuristics, nearest neigh-borhood and Clarke-Wright savings algorithms, adapted for the HVRPSPD. Finally, the performance of SA-LS is evaluated on the instances of the heterogeneous VRP (HVRP), which is a special case of the HVRPSPD. Computational results demonstrate that the mathematical model can solve small-size instances optimally up to 35 nodes; SA-LS provides good quality solutions for medium and large-size problems. Moreover, SA-LS is superior to simple constructive heuristics and can be a preferable solution method to solve HVRP and VRPSPD instances successfully.","2021-05","2024-04-22 16:48:02","2024-04-22 16:48:02","","1069-1100","","3","17","","","","","","","","","","","","","","WOS:000616264900003","","","","","","","Vehicle routing problem; SIZE; TABU SEARCH; OPTIMIZATION; SINGLE; VARIABLE NEIGHBORHOOD SEARCH; heterogeneous fixed fleet; HYBRID METAHEURISTIC ALGORITHM; mathematical model; simulated annealing algorithm; simultaneous pickup-delivery; VARIANTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QS5IVVV3","journalArticle","2022","Motaghedi-Larijani, A","Solving the number of cross-dock open doors optimization problem by combination of NSGA-II and multi-objective simulated annealing","APPLIED SOFT COMPUTING","","1568-4946","10.1016/j.asoc.2022.109448","","Chain stores use cross-dock to deliver goods to their branches by outbound trucks. Considering that the total demand of each branch is less than the truck capacity, a vehicle routing problem (VRP) is employed for the cross-dock. Although the number of cross-dock doors is constant, that of open outbound doors can affect the cross-dock performance. In this paper, new multi-objective scheduling and VRP is presented for cross-dock that simultaneously determines the routing, sequencing, and scheduling of the unloading operation of outbound trucks and the number of outbound open doors. Given that there is an NP-hard problem, four metaheuristic algorithms are proposed, and non -dominated sorting genetic algorithm-II and multi-objective simulated annealing are combined in two ways to solve the problem. (C) 2022 Elsevier B.V. All rights reserved.","2022-10","2024-04-22 16:49:32","2024-04-22 16:49:32","","","","","128","","","","","","","","","","","","","","WOS:000861398500001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZSLF78R","journalArticle","2022","Wang, YH; Zhou, YQ; Luo, QF","Parameter optimization of shared electric vehicle dispatching model using discrete Harris hawks optimization","MATHEMATICAL BIOSCIENCES AND ENGINEERING","","1547-1063","10.3934/mbe.2022344","","The vehicle routing problem (VRP) problem is a classic NP-hard problem. Usually, the traditional optimization method cannot effectively solve the VRP problem. Metaheuristic optimization algorithms have been successfully applied to solve many complex engineering optimization problems. This paper proposes a discrete Harris Hawks optimization (DHHO) algorithm to solve the shared electric vehicle scheduling (SEVS) problem considering the charging schedule. The SEVS model is a variant of the VPR problem, and the influence of the transfer function on the model is analyzed. The experimental test data are based on three randomly generated examples of different scales. The experimental results verify the effectiveness of the proposed DHHO algorithm. Furthermore, the statistical analysis results show that other transfer functions have apparent differences in the robustness and solution accuracy of the algorithm.","2022","2024-04-22 16:49:32","2024-04-22 16:49:32","","7284-7313","","7","19","","","","","","","","","","","","","","WOS:000800447900008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8T5FV23T","journalArticle","2018","Arnau, Q; Juan, AA; Serra, I","On the Use of Learnheuristics in Vehicle Routing Optimization Problems with Dynamic Inputs","ALGORITHMS","","1999-4893","10.3390/a11120208","","Freight transportation is becoming an increasingly critical activity for enterprises in a global world. Moreover, the distribution activities have a non-negligible impact on the environment, as well as on the citizens' welfare. The classical vehicle routing problem (VRP) aims at designing routes that minimize the cost of serving customers using a given set of capacitated vehicles. Some VRP variants consider traveling times, either in the objective function (e.g., including the goal of minimizing total traveling time or designing balanced routes) or as constraints (e.g., the setting of time windows or a maximum time per route). Typically, the traveling time between two customers or between one customer and the depot is assumed to be both known in advance and static. However, in real life, there are plenty of factors (predictable or not) that may affect these traveling times, e.g., traffic jams, accidents, road works, or even the weather. In this work, we analyze the VRP with dynamic traveling times. Our work assumes not only that these inputs are dynamic in nature, but also that they are a function of the structure of the emerging routing plan. In other words, these traveling times need to be dynamically re-evaluated as the solution is being constructed. In order to solve this dynamic optimization problem, a learnheuristic-based approach is proposed. Our approach integrates statistical learning techniques within a metaheuristic framework. A number of computational experiments are carried out in order to illustrate our approach and discuss its effectiveness.","2018-12","2024-04-22 16:49:32","2024-04-22 16:49:32","","","","12","11","","","","","","","","","","","","","","WOS:000454716100019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5VIUCJNN","journalArticle","2022","Alweshah, M; Almiani, M; Almansour, N; Al Khalaileh, S; Aldabbas, H; Alomoush, W; Alshareef, A","Vehicle routing problems based on Harris Hawks optimization","JOURNAL OF BIG DATA","","2196-1115","10.1186/s40537-022-00593-4","","The vehicle routing problem (VRP) is one of the challenging problems in optimization and can be described as combinatorial optimization and NP-hard problem. Researchers have used many artificial intelligence techniques in order to try to solve this problem. Among these techniques, metaheuristic algorithms that can perform random search are the most promising because they can be used to find the right solution in the shortest possible time. Therefore, in this paper, the Harris hawks optimization (HHO) algorithm was used to attempt to solve the VRP. The algorithm was applied to 10 scenarios and the experimental results revealed that the HHO had a strong ability to check for and find the best route as compared to other metaheuristic algorithms, namely, simulated annealing and artificial bee colony optimization. The comparison was based on three criteria: minimum objective function obtained, minimum number of iterations required and satisfaction of capacity constraints. In all scenarios, the HHO showed clear superiority over the other methods.","2022-04-25","2024-04-22 16:49:32","2024-04-22 16:49:32","","","","1","9","","","","","","","","","","","","","","WOS:000787291000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HXRVV774","journalArticle","2011","Prodhon, C","A hybrid evolutionary algorithm for the periodic location-routing problem","EUROPEAN JOURNAL OF OPERATIONAL RESEARCH","","0377-2217","10.1016/j.ejor.2010.09.021","","The well-known vehicle routing problem (VRP) has been studied in depth over the last decades. Nowadays, generalizations of VRP have been developed for tactical or strategic decision levels of companies but not both. The tactical extension or periodic VRP (PVRP) plans a set of trips over a multiperiod horizon, subject to frequency constraints. The strategic extension is motivated by interdependent depot location and routing decisions in most distribution systems. Low-quality solutions are obtained if depots are located first, regardless of the future routes. In the location-routing problem (LRP), location and routing decisions are tackled simultaneously. Here for the first time, except for some conference papers, the goal is to combine the PVRP and LRP into an even more realistic problem covering all decision levels: the periodic LRP or PLRP. A hybrid evolutionary algorithm is proposed to solve large size instances of the PLRP. First, an individual representing an assignment of customers to combinations of visit days is randomly generated. The evolution operates through an Evolutionary Local Search (ELS) on visit day assignments. The algorithm is hybridized with a heuristic based on the Randomized Extended Clarke and Wright Algorithm (RECWA) to create feasible solutions and stops when a given number of iterations is reached. The method is evaluated over three sets of instances, and solutions are compared to the literature on particular cases such as one-day horizon (LRP) or one depot (PVRP). This metaheuristic outperforms the previous methods for the PLRP. (C) 2010 Elsevier B.V. All rights reserved.","2011-04-16","2024-04-22 16:49:32","2024-04-22 16:49:32","","204-212","","2","210","","","","","","","","","","","","","","WOS:000286853300009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REKDI5P6","journalArticle","2023","Jin, H; Li, JQ","A hybrid complementary metaheuristic for VRPTW with product classification and pickup-delivery constraints","JOURNAL OF INTELLIGENT & FUZZY SYSTEMS","","1064-1246","10.3233/JIFS-222118","","With the emphasis of the exhaust gas emission of the transportation vehicles, the mode of picking up and delivering products simultaneously has become a challenging issue in the vehicle routing problem (VRP). To remedy this issue, we investigate a special VRP with realistic constraints including product classification, pickup-delivery, and time window (PC-VRPSPDTW). Then, a hybrid algorithm combining tabu search and artificial immune algorithm (TS-AIA) is proposed. In the proposed algorithm, the earliest time and residual capacity (ETRC) heuristic is designed to generate the initial population. Then, two metaheuristics including variable neighborhood search and large neighborhood search are cooperated to balance the exploration and exploitation abilities. Besides, a new crossover operator is designed to increase the population diversity. Finally, a series of comparative experiments on the extension version of the Solomons benchmarks are performed to verify the effectiveness of the proposed algorithm.","2023","2024-04-22 16:49:32","2024-04-22 16:49:32","","1305-1322","","1","44","","","","","","","","","","","","","","WOS:000925796500083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RWVAM6H9","journalArticle","2013","Saravanan, M; Sundararaman, KA","Metaheuristic Approaches for Vehicle Routing Problems","INTERNATIONAL JOURNAL OF INFORMATION SYSTEMS AND SUPPLY CHAIN MANAGEMENT","","1935-5726","10.4018/jisscm.2013040102","","Routing of service vehicles are the heart of many service operations. Exclusively vehicle routing problem (VRP) plays a central role in the optimization of distribution networks. The routing of service vehicles has a major impact on the quality of the service provided. In distribution of goods and services, it is time and again required to determine a combination of least cost vehicle routes through a set of geographically scattered customers, subject to side constraints. The case most commonly studied is where all vehicles are identical. Due to the complexity involved in solving the VRP, most researchers concentrate on using meta-heuristics for solving real-life problems. In this paper, heuristic methods based on Ant Colony Optimization and Simulated Annealing algorithms are developed and search strategies are investigated. Computational results are reported on randomly generated problems. These methods significantly improve in minimizing the total distances travelled by the vehicles.","2013-04","2024-04-22 16:49:32","2024-04-22 16:49:32","","17-32","","2","6","","","","","","","","","","","","","","WOS:000214456800002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKRCLNHF","journalArticle","2017","Montoya, A; Guéret, C; Mendoza, JE; Villegas, JG","The electric vehicle routing problem with nonlinear charging function","TRANSPORTATION RESEARCH PART B-METHODOLOGICAL","","0191-2615","10.1016/j.trb.2017.02.004","","Electric vehicle routing problems (E-VRPs) extend classical routing problems to consider the limited driving range of electric vehicles. In general, this limitation is overcome by introducing planned detours to battery charging stations. Most existing E-VRP models assume that the battery-charge level is a linear function of the charging time, but in reality the function is nonlinear. In this paper we extend current E-VRP models to consider nonlinear charging functions. We propose a hybrid metaheuristic that combines simple components from the literature and components specifically designed for this problem. To assess the importance of nonlinear charging functions, we present a computational study comparing our assumptions with those commonly made in the literature. Our results suggest that neglecting nonlinear charging may lead to infeasible or overly expensive solutions. Furthermore, to test our hybrid metaheuristic we propose a new 120-instance testbed. The results show that our method performs well on these instances. (C) 2017 Elsevier Ltd. All rights reserved.","2017-09","2024-04-22 16:49:32","2024-04-22 16:49:32","","87-110","","","103","","","","","","","","","","","","","","WOS:000410013600006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
